id,name,name_zh,glass_type,scene,composition,output_image,status,prompt,prompt_zh
982,Bitter Valencia,苦味瓦伦西亚,Nick & Nora,澄乳白长焦,telephoto compression / off-center third,output/images/982_bitter_valencia.jpg,success,"Cinematic telephoto still-life, a single Nick & Nora glass on the right third line with deep compressed creamy bokeh of a muted interior behind, shallow focal plane. A silky pale ivory clarified-milk bitter cocktail, softly translucent with a delicate satin sheen, no ice, a single orange twist perched on the rim, clean elegant stem. Soft warm directional light rims the bowl against gentle shadow, refined low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只尼克诺拉杯置于右侧三分线，背后是深邃压缩的低调室内奶油散景，焦平面浅。酒体为丝滑淡象牙色的澄清牛奶苦味鸡尾酒，柔和半透、泛缎面光泽，无冰，杯沿架一条橙皮卷，杯脚洁净优雅。柔和暖调定向光勾勒杯身、映衬淡影，考究暗调，135mm压缩，奶油散景，超精细，写实，8k。
984,Little Ground Tapper,小地敲击者,Old Fashioned Glass,干邑琥珀俯拍,off-center flat lay / top-down,output/images/984_little_ground_tapper.jpg,success,"Overhead top-down flat-lay still-life, a single Old Fashioned glass placed off-center on a dark wood surface, clean space with a curled orange peel nearby. A golden-amber cognac old-fashioned over clear ice, richly translucent seen from above, an expressed orange peel resting on the surface, subtle chill sheen. Dramatic hard directional light from one side casting a crisp shadow across the grain, moody low-key palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只古典杯偏置于深色木面上，周围留白，一旁一条橙皮卷。酒体为金琥珀色的干邑古典调，浇于通透冰上，俯视浓郁半透，酒面停一条挤香橙皮，杯身微凝冷光。单侧戏剧硬光在木纹上投出利落阴影，暗调，浅景深，100mm感，超精细，写实，8k。
985,Prince of Humbugs,骗子王子,Collins,咖啡波本剪影,distant backlit rim / subject to side,output/images/985_prince_of_humbugs.jpg,success,"Quiet cinematic still-life, a single tall Collins glass set small to one side, backlit by a soft warm glow rimming its silhouette, large atmospheric space dominating. A dark coffee-brown bourbon, bitter and cold-brew highball over clear ice, deeply translucent with mahogany edges, gentle soda effervescence, an expressed orange peel resting inside, cool condensation. Warm side-back light with a distant tiny accent, brooding low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只高身可林杯较小地置于画面一侧，被柔和暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为深咖啡棕的波本苦酒冷萃高球，浇于通透冰上，深邃半透、边缘泛赤褐，苏打气泡轻柔，杯中放一条挤香橙皮，杯身凝结冷珠。暖调侧逆光配远处一点极小暖光，深沉暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
989,Rita's Song,丽塔之歌,Old Fashioned Glass,雪莉威士忌左置,off-center-left / medium,output/images/989_rita_s_song.jpg,success,"Moody spirit-forward still-life of a single Old Fashioned glass on aged dark wood, subject on the left third with soft shadowed space to the right, medium shot. A rich amber Japanese whisky and sherry old-fashioned over one large clear ice cube, brilliantly translucent and glowing warmly, no garnish, elegant chill sheen and faint condensation. Warm tungsten side light rakes the glass against a dim backdrop, refined low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调、以烈酒为主角的静物：一只古典杯置于做旧深色木面左侧三分处，右侧柔和阴影留白，中景。酒体为醇厚琥珀色的日本威士忌雪莉古典调，浇于一块通透大冰上，晶莹半透、暖调发光，无装饰，杯身泛冷凝光泽与微珠。暖钨丝侧光扫过酒杯、映衬昏暗背景，考究暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
994,La Chiara,拉基亚拉,Collins,淡金汤力右置,off-center-right / medium,output/images/994_la_chiara.jpg,success,"Bright still-life of a single tall Collins glass on a pale marble counter, subject on the right third with airy negative space to the left, medium shot. A pale straw-gold pisco and bitter bianco tonic over clear cubed ice, luminous and translucent, gentle tonic effervescence with fine bubbles, a lemon twist curled into a delicate flower on the rim, cool condensation. Soft daylight from the left, fresh low-saturation palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",明亮静物：一只高身可林杯置于浅色大理石台面右侧三分处，左侧轻盈留白，中景。酒体为淡稻草金的皮斯科白色苦酒汤力，浇于通透方冰上，通透发光，汤力气泡细密轻柔，杯沿一条柠檬皮扭成精致花形，杯身凝结冷珠。左侧柔和日光，清新低饱和色调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
987,The King's Squeeze,国王的挤压,,苦柠檬气泡仰视,low-angle hero / subject lower third,output/images/987_the_king_s_squeeze.jpg,success,"Low-angle hero still-life of a single tall highball glass on a pale surface, subject in the lower third with airy bright space above. A pale cloudy lemon-yellow ginger and bitter-lemon cooler over clear ice, gently effervescent with fine bubbles rising, softly translucent, a fresh lime wedge squeezed and dropped in, crisp condensation beads. Soft bright side light rakes the glass, fresh clean low-saturation palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",低角度英雄式静物：一只高身高球杯置于浅色台面上，主体位于下三分，上方留出明亮清爽空间。酒体为淡浑柠檬黄的姜味苦柠檬清凉调，浇于通透冰上，细密气泡轻柔上升，柔和半透，一角挤过汁的新鲜青柠投入杯中，杯身凝结清脆冷珠。柔和明亮侧光扫过酒杯，清新干净低饱和色调，浅景深奶油散景，85mm感，超精细，写实，8k。
999,Hidarite,左手边,,深红威士忌俯45,high-angle 45 overhead / off-center,output/images/999_hidarite.jpg,success,"Moody high-angle 45-degree still-life of a single coupe glass on dark slate, subject offset to reveal the surface. A deep reddish-amber grain-whisky and bitter stir served up, richly translucent with a mahogany glow, no ice, no garnish, an elegant glossy surface catching a soft highlight. Dramatic warm directional light from upper left casting a crisp shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调45度高角度俯拍静物：一只碟形杯置于深色石板上，主体偏置露出台面。酒体为深红琥珀的谷物威士忌苦酒搅拌调，净饮上桌，浓郁半透、泛赤褐光，无冰无装饰，酒面光亮映着柔和高光。左上方戏剧暖调定向光投出利落阴影，电影暗调，浅景深奶油散景，100mm感，超精细，写实，8k。
1002,Rudolph's Rose,鲁道夫的玫瑰,Coupe,玫瑰红环境景,wide environmental / subject small,output/images/1002_rudolph_s_rose.jpg,success,"Wide environmental still-life, a single coupe glass standing small within a warm softly-lit festive nook, subject about a quarter of the frame with ambient space around. A rosy red-amber spiced spirit and bitter stir served up, jewel-translucent and glowing, no ice, a single dark Luxardo cherry resting at the bottom, delicate surface sheen. Warm ambient light with soft bokeh of distant warm accents kept to one hue, refined low-key palette, shallow depth of field, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",广角环境静物：一只碟形杯较小地立于暖光节日角落，主体约占画幅四分之一，四周环境留白。酒体为玫瑰红琥珀的香料烈酒苦酒搅拌调，净饮上桌，宝石般半透、隐隐发光，无冰，杯底沉一颗深色路萨朵樱桃，酒面泛微光。暖调环境光配远处仅取单一暖色的柔和散景，考究暗调，浅景深，85mm感，超精细，写实，8k。
1005,A Love Song,情歌,Martini,血橙深红一角,minimalist negative space / corner,output/images/1005_a_love_song.jpg,success,"Minimalist still-life, a single small martini glass pushed to the lower-left corner with vast clean negative space and soft shadow. A deep ruby-red gin, quina and bitter stir served up, richly translucent and glowing crimson, no ice, a thin blood-orange slice rubbed on the rim and slipped into the drink, elegant surface sheen, fine stem. Warm low side light against a deep shadowed backdrop, romantic moody low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",极简静物：一只小巧马天尼杯被推到画面左下角，其余是大片干净负空间与柔和阴影。酒体为深红宝石色的金酒奎那苦酒搅拌调，净饮上桌，浓郁半透、泛胭脂红光，无冰，一片薄血橙擦过杯缘后滑入杯中，酒面泛优雅光泽，杯脚纤细。暖调低位侧光映衬深暗背景，浪漫而有情绪的低饱和色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1007,Mother Superior,圣母院长,Coupe,草本黄绿框景,foreground framing / through blur,output/images/1007_mother_superior.jpg,success,"Layered still-life shot through a soft blurred foreground of fresh herbs, a single coupe glass in the mid-ground offset from center, strong depth. A pale yellow-green herbal vermouth and chartreuse sour, gently cloudy and translucent, a faint tonic effervescence at the surface, no garnish, delicate sheen, clean stem. Soft cool directional light against a shadowed backdrop, fresh herbal low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",层次感静物，透过虚化的前景新鲜香草拍摄：一只碟形杯位于中景、偏离正中，纵深强烈。酒体为淡黄绿色的草本味美思查特酒酸酒，微浑半透，表面带一丝汤力气泡，无装饰，泛微光，杯脚洁净。柔和冷调定向光映衬阴影背景，清新草本暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1011,Charente Royale,皇家夏朗德,Champagne Flute,接骨木气泡长焦,telephoto compression / off-center third,output/images/1011_charente_royale.jpg,success,"Cinematic telephoto still-life, a single champagne flute on the left third line with deep compressed creamy bokeh of a soft interior behind, shallow focal plane. A pale gold cognac and elderflower sparkler with a faint absinthe louche haze, a steady column of fine bubbles rising, a slender orange twist on the rim, delicate chill sheen. Soft warm directional light rims the flute against gentle shadow, elegant low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只香槟笛杯置于左侧三分线，背后是深邃压缩的柔和室内奶油散景，焦平面浅。酒体为淡金色的干邑接骨木花起泡调，带一丝苦艾酒乳化雾感，一柱细腻气泡持续上升，杯沿一条纤细橙皮，泛微凉光泽。柔和暖调定向光勾勒笛杯、映衬淡影，优雅暗调，135mm压缩，奶油散景，超精细，写实，8k。
1014,The Palace Cellar,宫殿酒窖,Collins,沙士姜味俯拍,off-center flat lay / top-down,output/images/1014_the_palace_cellar.jpg,success,"Overhead top-down flat-lay still-life, a single tall Collins glass placed off-center on a dark wood surface, clean space with a ginger slice and lemon wheel nearby. An amber-brown ginger and sarsaparilla rum cooler over clear ice, gently effervescent with fine bubbles seen from above, richly translucent, a ginger slice and lemon wheel garnishing the rim, condensation ring on the wood. Dramatic side light casting a crisp shadow, moody low-key palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只高身可林杯偏置于深色木面上，周围留白，一旁一片姜与一片柠檬轮。酒体为琥珀棕的姜味沙士朗姆清凉调，浇于通透冰上，俯视可见细密气泡，浓郁半透，杯沿以姜片与柠檬轮装饰，木面留一圈冷凝水痕。戏剧侧光投出利落阴影，暗调，浅景深，100mm感，超精细，写实，8k。
1017,La Madrugada,黎明破晓,Coupe,红琥珀酸酒剪影,distant backlit rim / subject to side,output/images/1017_la_madrugada.jpg,success,"Quiet cinematic still-life, a single coupe glass set small to one side, backlit by a soft dawn-warm glow rimming its silhouette, large atmospheric space dominating. A reddish-amber aperitif-wine and amaro sour served up, jewel-translucent and glowing, no ice, no garnish, a fine delicate surface line, elegant stem. Warm side-back light with a distant tiny accent evoking early morning, serene low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只碟形杯较小地置于画面一侧，被柔和的破晓暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为红琥珀色的开胃酒苦艾酸酒，净饮上桌，宝石般半透、隐隐发光，无冰无装饰，酒面一道细腻分线，杯脚优雅。暖调侧逆光配远处一点极小暖光，透出清晨气息，宁静暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1018,The Rickenbacker,里肯巴克,,清澈马天尼左置,off-center-left / medium,output/images/1018_the_rickenbacker.jpg,success,"Elegant still-life of a single chilled cocktail glass on a polished dark surface, subject on the left third with cool negative space to the right, medium shot. A crystal-clear pale straw vodka and bianco vermouth martini, pristine and bright, a sage leaf speared through two pale cocktail onions resting across the rim, a faint saline sheen, clean stem with soft reflection below. Cool directional side light with a small distant warm accent, sleek savory low-key palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",优雅静物：一只冰镇鸡尾酒杯置于抛光深色台面左侧三分处，右侧冷调留白，中景。酒体为晶莹通透的淡稻草色伏特加白味美思马天尼，纯净明亮，一片鼠尾草叶串起两颗淡色鸡尾洋葱横搭杯沿，泛淡淡咸鲜光泽，杯脚洁净、下方柔和倒影。冷调定向侧光配远处一点极小暖光，利落咸鲜暗调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1021,Sahara Glowing Heart,撒哈拉炽热之心,Nick & Nora,杏橘暖光右置,off-center-right / medium,output/images/1021_sahara_glowing_heart.jpg,success,"Warm still-life of a single Nick & Nora glass on a dark surface, subject on the right third with soft shadowed space to the left, medium shot. A glowing amber-apricot gin and eau-de-vie stir with a warm grenadine blush deepening toward the base, crystal clear and luminous, no ice, a lemon twist spiraled over the rim, delicate surface sheen. Warm directional light rakes the bowl against a dim backdrop, sophisticated low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暖调静物：一只尼克诺拉杯置于深色台面右侧三分处，左侧柔和阴影留白，中景。酒体为发亮的琥珀杏色金酒白兰地搅拌调，杯底渐深的红石榴微晕，晶莹通透，无冰，一条柠檬皮螺旋搭在杯沿，酒面泛微光。暖调定向光扫过杯身、映衬昏暗背景，考究暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1022,Nori & Islay,海苔与艾雷岛,Nick & Nora,海苔烟熏仰视,low-angle hero / subject lower third,output/images/1022_nori_islay.jpg,success,"Moody low-angle hero still-life, a single Nick & Nora glass on dark stone, subject in the lower third with dramatic dark space and a soft light bloom above. A pale savory straw gin and nori-sake stir, gently translucent with a faint greenish tint, no ice, a curled pickled cucumber ribbon draped inside, a delicate wisp of Islay smoke drifting just above the surface. Warm side light rims the bowl while a faint haze lingers, cinematic smoky low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调低角度英雄式静物：一只尼克诺拉杯置于深色石面上，主体位于下三分，上方留出戏剧暗部与柔和光晕。酒体为淡咸鲜稻草色的金酒海苔清酒搅拌调，微微半透、带一抹青绿，无冰，杯中垂一条卷曲腌黄瓜片，酒面上方飘一缕艾雷岛烟。暖侧光勾勒杯身、薄雾萦绕，电影烟熏暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1025,Chippendale Rosetone,齐本德尔玫瑰色调,Punch Bowl,玫瑰潘趣俯45,high-angle 45 overhead / off-center,output/images/1025_chippendale_rosetone.jpg,success,"Bright high-angle 45-degree still-life of a single stemmed punch cup on a pale linen surface, subject offset to reveal the tabletop. A rosy amber-pink gin and jasmine-tea punch over one clear ice chunk, gently translucent and fresh, a lemon wheel and a thin apple slice floating on top, delicate condensation. Soft diffused daylight from upper left casting a gentle shadow, refined pastel low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",明亮的45度高角度俯拍静物：一只高脚潘趣杯置于浅色亚麻台面，主体偏置露出台面。酒体为玫瑰琥珀粉的金酒茉莉茶潘趣，浇于一块通透碎冰上，微微半透而清新，顶部漂一片柠檬轮与一薄片苹果，杯身微凝水珠。左上方柔和漫射日光投出淡影，淡雅低饱和粉彩色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1023,You Bet Your Ascot,阿斯科特赌注,,核桃干邑环境景,wide environmental / subject small,output/images/1023_you_bet_your_ascot.jpg,success,"Wide environmental still-life, a single small nosing snifter standing modestly within a softly lit study nook, subject about a quarter of the frame with rich ambient space. A deep amber-brown cognac and walnut-amaro stir served up, richly translucent with warm chestnut highlights, no ice, no garnish, a whisper of orange oil sheen from a flamed peel, elegant surface. Warm tungsten ambient light with soft blurred bookshelf bokeh behind kept low in saturation, refined nutty low-key palette, shallow depth of field, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",广角环境静物：一只小巧闻香杯从容地立于柔光书房角落，主体约占画幅四分之一，四周环境留白丰富。酒体为深琥珀棕的干邑核桃苦酒搅拌调，净饮上桌，浓郁半透、带温暖栗色高光，无冰无装饰，酒面泛一层炙烤橙皮的橙油微光。暖钨丝环境光配背后低饱和的虚化书架散景，考究坚果暗调，浅景深，85mm感，超精细，写实，8k。
1028,Boko Buku,波科布库,Highball Glass,梅斯卡尔烟熏一角,minimalist negative space / corner,output/images/1028_boko_buku.jpg,success,"Minimalist smoky still-life, a single tall highball glass pushed to the lower-left corner with vast clean negative space and deep gradient shadow. A deep amber-brown mezcal and mole-bitters serve, richly translucent with a glossy surface catching one highlight, no ice, no garnish, a faint smoky aroma drifting above. Warm low side light glinting off the dark liquid against a shadowed backdrop, brooding smoky low-key palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",极简烟熏静物：一只高身高球杯被推到画面左下角，其余是大片干净负空间与深色渐变阴影。酒体为深琥珀棕的梅斯卡尔莫莱苦精调，浓郁半透、表面光亮映着一点高光，无冰无装饰，上方飘一缕淡淡烟熏香。暖调低位侧光在深色酒液上闪烁、映衬阴影背景，深沉烟熏暗调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1041,Cut To The Chase,直截了当,Coupe,深棕威士忌框景,foreground framing / through blur,output/images/1041_cut_to_the_chase.jpg,success,"Layered still-life shot through a soft blurred foreground of dark bottles, a single coupe glass in the mid-ground offset from center, strong depth. A deep mahogany whisky, amaro and PX-sherry stir served up, richly translucent and glowing with warm garnet edges, no ice, an expressed orange twist resting on the rim, elegant surface sheen, clean stem. Warm tungsten side light against a shadowed backdrop, sophisticated low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",层次感静物，透过虚化的前景深色酒瓶拍摄：一只碟形杯位于中景、偏离正中，纵深强烈。酒体为深赤褐的威士忌苦艾PX雪莉搅拌调，净饮上桌，浓郁半透、边缘泛暖石榴红光，无冰，杯沿搭一条挤香橙皮，酒面泛优雅光泽，杯脚洁净。暖钨丝侧光映衬阴影背景，考究暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1039,Bunny Poison,兔子毒药,Cocktail Glass,大黄粉红长焦,telephoto compression / off-center third,output/images/1039_bunny_poison.jpg,success,"Cinematic telephoto still-life, a single stemmed cocktail glass on the right third line with deep compressed creamy bokeh of a muted interior behind, shallow focal plane. A pale rosy-pink rhubarb, cucumber and mint gin sour, softly cloudy and translucent, no ice, no garnish, a delicate surface sheen and fresh clean look, elegant stem. Soft cool directional light rims the bowl against gentle shadow, fresh refined low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只高脚鸡尾酒杯置于右侧三分线，背后是深邃压缩的低调室内奶油散景，焦平面浅。酒体为淡玫瑰粉的大黄黄瓜薄荷金酒酸酒，柔和微浑、半透，无冰无装饰，酒面泛细腻光泽、清新洁净，杯脚优雅。柔和冷调定向光勾勒杯身、映衬淡影，清新考究暗调，135mm压缩，奶油散景，超精细，写实，8k。
1047,Bacio Romana,罗马之吻,Coupe,淡金肉桂俯拍,off-center flat lay / top-down,output/images/1047_bacio_romana.jpg,success,"Overhead top-down flat-lay still-life, a single coupe glass placed off-center on a pale marble surface, clean space with an orange twist wound around a cinnamon stick nearby. A pale straw bitter bianco and pisco stir served up, crystal clear and translucent seen from above, no ice, the cinnamon-and-orange garnish resting across the rim, delicate surface sheen. Soft diffused daylight casting a gentle shadow, refined low-saturation palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只碟形杯偏置于浅色大理石面上，周围留白，一旁一条橙皮缠绕在肉桂棒上。酒体为淡稻草色的白色苦酒皮斯科搅拌调，净饮上桌，俯视晶莹半透，无冰，肉桂橙皮装饰横搭杯沿，酒面泛细腻光泽。柔和漫射日光投出淡影，考究低饱和色调，浅景深，100mm感，超精细，写实，8k。
1049,Jack Cherry Sour (2001 Remix),杰克樱桃酸酒（2001重混版）,Old Fashioned Glass,樱桃酸酒剪影,distant backlit rim / subject to side,output/images/1049_jack_cherry_sour_2001_remix.jpg,success,"Quiet cinematic still-life, a single Old Fashioned glass set small to one side, backlit by a soft warm glow rimming its silhouette, large atmospheric space dominating. An amber cherry-red bourbon sour over fresh ice, richly translucent and glowing, a quarter orange wheel and a dark Luxardo cherry perched on the rim, cool condensation. Warm side-back light with a distant tiny accent, serene low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只古典杯较小地置于画面一侧，被柔和暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为琥珀樱桃红的波本酸酒，浇于新鲜冰上，浓郁半透、隐隐发光，杯沿架一片四分之一橙轮与一颗深色路萨朵樱桃，杯身凝结冷珠。暖调侧逆光配远处一点极小暖光，宁静暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1048,3 Degrees,三度空间,Martini,梨鼠尾草泡沫左置,off-center-left / medium,output/images/1048_3_degrees.jpg,success,"Bright still-life of a single martini glass on a pale marble counter, subject on the left third with airy negative space to the right, medium shot. A pale straw gin and falernum sour topped with a delicate pear-sage foam and a prosecco float, fine bubbles rising through the crystal-clear body, a fresh sage leaf resting on the foam, clean stem. Soft diffused daylight from the right, fresh low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",明亮静物：一只马天尼杯置于浅色大理石台面左侧三分处，右侧轻盈留白，中景。酒体为淡稻草色的金酒法勒纳姆酸酒，顶部覆一层细腻梨子鼠尾草泡沫与普洛赛克浮层，细密气泡穿过晶莹酒体上升，泡沫上停一片新鲜鼠尾草叶，杯脚洁净。右侧柔和漫射日光，清新低饱和色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1051,Three Flips,三重翻转,Snifter,焦糖蛋香右置,off-center-right / medium,output/images/1051_three_flips.jpg,success,"Warm still-life of a single rounded snifter on a dark wood surface, subject on the right third with soft shadowed space to the left, medium shot. A creamy caramel-brown gin and amaro flip, opaque and silky from a whole egg, a fine airy foam collar on top, a generous dusting of freshly shaved nutmeg, no ice, a soft sheen. Warm tungsten side light against a dim backdrop, cozy low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暖调静物：一只圆润白兰地球杯置于深色木面右侧三分处，左侧柔和阴影留白，中景。酒体为奶香焦糖棕的金酒苦艾蛋酒（flip），因全蛋而绵密不透，顶部一圈轻盈奶泡，慷慨刨撒新鲜肉豆蔻碎，无冰，泛柔和光泽。暖钨丝侧光映衬昏暗背景，温馨暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1054,L.E.S. Is More,少即是多,Highball Glass,清澈柠檬仰视,low-angle hero / subject lower third,output/images/1054_l_e_s_is_more.jpg,success,"Low-angle hero still-life of a single tall highball glass on a pale surface, subject in the lower third with airy bright space above. A pale clear straw vodka and elderflower cooler over clear ice, crystalline and luminous, a slender lemon twist draped over the rim releasing citrus oils, crisp condensation beading down the glass. Soft bright side light rakes the glass, clean fresh low-saturation palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",低角度英雄式静物：一只高身高球杯置于浅色台面上，主体位于下三分，上方留出明亮清爽空间。酒体为淡清稻草色的伏特加接骨木花清凉调，浇于通透冰上，晶莹发光，一条纤细柠檬皮搭在杯沿释放柑橘油，杯身凝结清脆冷珠下滑。柔和明亮侧光扫过酒杯，干净清新低饱和色调，浅景深奶油散景，85mm感，超精细，写实，8k。
1057,Cut and Run,抽身而退,Old Fashioned Glass,薄荷茶威士忌俯45,high-angle 45 overhead / off-center,output/images/1057_cut_and_run.jpg,success,"Moody high-angle 45-degree still-life of a single Old Fashioned glass on dark stone, subject offset to reveal the surface. A golden-amber whisky and Moroccan-mint-tea drink over large clear ice cubes, richly translucent with a tea-tinted warmth, a lemon wheel, a fresh mint sprig and a single blackberry garnishing the top, cool condensation. Dramatic warm directional light from upper left casting a crisp shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调45度高角度俯拍静物：一只古典杯置于深色石面，主体偏置露出台面。酒体为金琥珀色的威士忌摩洛哥薄荷茶调，浇于通透大方冰上，浓郁半透、带茶染暖调，杯口以一片柠檬轮、一枝新鲜薄荷与一颗黑莓装饰，杯身凝结冷珠。左上方戏剧暖调定向光投出利落阴影，电影暗调，浅景深奶油散景，100mm感，超精细，写实，8k。
