id,name,en,category,local_image,image_source,white_ratio,status
289,姜味利口酒,ginger liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
29,多香果利口酒,allspice dram liqueur,liqueur,images/29_allspice_dram_liqueur.png,image_search,0.944,ok
299,黑樱桃利口酒,black cherry liqueur,liqueur,images/299_black_cherry_liqueur.png,cocktaildb,0.978,ok
3,肉桂白兰地,cinnamon brandy,liqueur,images/3_cinnamon_brandy.png,cocktaildb,1.000,ok
324,石榴利口酒,pomegranate liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
334,蜂蜜梨利口酒,honey pear liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.961,no_image
343,猕猴桃利口酒,kiwi liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
344,其他利口酒,liqueur,liqueur,images/344_liqueur.png,cocktaildb,1.000,ok
365,利口酒,liqueur,liqueur,images/365_liqueur.png,cocktaildb,1.000,ok
371,桃味利口酒,peach schnapps,liqueur,images/371_peach_schnapps.png,cocktaildb,1.000,ok
379,蓝橙利口酒,blue curacao,liqueur,images/379_blue_curacao.png,cocktaildb,1.000,ok
383,草本开胃利口酒,herbal aperitif liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
399,薄荷利口酒,creme de menthe,liqueur,images/399_creme_de_menthe.png,csv,0.924,ok
40,白味美思,dry vermouth,liqueur,images/40_dry_vermouth.png,cocktaildb,1.000,ok
409,本笃会利口酒,Benedictine,liqueur,images/409_Benedictine.png,cocktaildb,1.000,ok
415,黑加仑利口酒,creme de cassis blackcurrant liqueur,liqueur,images/415_creme_de_cassis_blackcurrant_liqueur.png,csv,1.000,ok
423,安乔辣椒利口酒,ancho chili liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.000,no_image
425,苦艾酒,absinthe,liqueur,images/425_absinthe.png,cocktaildb,1.000,ok
44,枸杞利口酒,goji berry liqueur,liqueur,images/44_goji_berry_liqueur.png,image_search,1.000,ok
463,水果利口酒,fruit liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.993,no_image
466,肉桂利口酒,cinnamon liqueur,liqueur,images/466_cinnamon_liqueur.png,csv,0.981,ok
47,香蕉利口酒,banana liqueur,liqueur,images/47_banana_liqueur.png,csv,0.998,ok
471,开胃利口酒,aperitif liqueur,liqueur,images/471_aperitif_liqueur.png,cocktaildb,1.000,ok
472,咖啡利口酒,coffee liqueur,liqueur,images/472_coffee_liqueur.png,csv,1.000,ok
477,苦味开胃酒,bitter aperitif,liqueur,images/477_bitter_aperitif.png,cocktaildb,0.937,ok
481,奶油糖果利口酒,butterscotch schnapps,liqueur,images/481_butterscotch_schnapps.png,cocktaildb,1.000,ok
488,黑甘草利口酒,black licorice liqueur sambuca,liqueur,images/488_black_licorice_liqueur_sambuca.png,csv,0.986,ok
509,苦味利口酒,bitter liqueur,liqueur,images/509_bitter_liqueur.png,cocktaildb,0.937,ok
511,蜜瓜利口酒,melon liqueur,liqueur,images/511_melon_liqueur.png,cocktaildb,0.987,ok
514,香草柑橘利口酒,vanilla citrus liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.908,no_image
516,柠檬利口酒,lemon liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.977,no_image
519,杏子白兰地利口酒,apricot brandy liqueur,liqueur,images/519_apricot_brandy_liqueur.png,csv,0.993,ok
5250,绿查特,Green Chartreuse,liqueur,images/5250_Green_Chartreuse.png,csv,0.971,ok
5251,卡鲁瓦,Kahlua coffee liqueur,liqueur,images/5251_Kahlua_coffee_liqueur.png,csv,1.000,ok
5252,百利甜,Baileys Irish Cream,liqueur,images/5252_Baileys_Irish_Cream.png,csv,0.913,ok
5253,本尼迪克特,Benedictine,liqueur,images/5253_Benedictine.png,cocktaildb,1.000,ok
5254,金巴利,Campari,liqueur,images/5254_Campari.png,csv,0.937,ok
5256,苦艾酒,Absinthe,liqueur,images/5256_Absinthe.png,csv,1.000,ok
5257,君度,Cointreau,liqueur,images/5257_Cointreau.png,csv,1.000,ok
5258,柑曼怡,Grand Marnier,liqueur,images/5258_Grand_Marnier.png,csv,1.000,ok
5259,蓝库拉索,Blue Curacao,liqueur,images/5259_Blue_Curacao.png,csv,1.000,ok
5260,利莱白,Lillet Blanc,liqueur,images/5260_Lillet_Blanc.png,cocktaildb,0.979,ok
5261,圣哲曼,St-Germain elderflower liqueur,liqueur,images/5261_St_Germain_elderflower_liqueur.png,cocktaildb,0.945,ok
5262,阿佩罗,Aperol,liqueur,images/5262_Aperol.png,csv,1.000,ok
5267,马利宝朗姆酒,Malibu coconut rum,liqueur,images/5267_Malibu_coconut_rum.png,cocktaildb,0.977,ok
5269,科奇美利坚,Cocchi Americano,liqueur,images/5269_Cocchi_Americano.png,cocktaildb,0.979,ok
5271,庞特艾美斯,Punt e Mes vermouth,liqueur,images/5271_Punt_e_Mes_vermouth.png,cocktaildb,0.930,ok
5275,金箔利口酒,Goldschlager,liqueur,images/5275_Goldschlager.png,csv,1.000,ok
5277,蜜多利,Midori melon liqueur,liqueur,images/5277_Midori_melon_liqueur.png,cocktaildb,0.987,ok
5278,野格,Jagermeister,liqueur,images/5278_Jagermeister.png,cocktaildb,0.989,ok
5279,杜本内红,Dubonnet Rouge,liqueur,images/5279_Dubonnet_Rouge.png,csv,0.974,ok
5282,杜林标,Drambuie,liqueur,images/5282_Drambuie.png,cocktaildb,1.000,ok
5284,西纳,Cynar,liqueur,images/5284_Cynar.png,cocktaildb,1.000,ok
5286,黑刺李金酒,Sloe Gin,liqueur,images/5286_Sloe_Gin.png,cocktaildb,0.969,ok
5287,南方安逸,Southern Comfort,liqueur,images/5287_Southern_Comfort.png,cocktaildb,0.918,ok
5293,Carpano Antica 味美思,Carpano Antica sweet vermouth,liqueur,images/5293_Carpano_Antica_sweet_vermouth.png,cocktaildb,0.930,ok
544,椰子利口酒,coconut liqueur,liqueur,images/544_coconut_liqueur.png,csv,1.000,ok
550,苹果利口酒,apple liqueur,liqueur,images/550_apple_liqueur.png,cocktaildb,0.987,ok
561,蛋黄利口酒,advocaat egg liqueur,liqueur,images/561_advocaat_egg_liqueur.png,csv,0.990,ok
569,蜂蜜茴香利口酒,honey anise liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.961,no_image
577,马拉斯奇诺利口酒,maraschino liqueur,liqueur,images/577_maraschino_liqueur.png,cocktaildb,1.000,ok
578,黄李利口酒,yellow plum liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.000,no_image
585,当酒,Danish liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.015,no_image
608,核果利口酒,stone fruit liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.835,no_image
613,阿玛罗苦酒,Amaro,liqueur,images/613_Amaro.png,cocktaildb,1.000,ok
625,苦艾,wormwood absinthe,liqueur,images/625_wormwood_absinthe.png,cocktaildb,1.000,ok
63,干味美思,dry vermouth,liqueur,images/63_dry_vermouth.png,csv,1.000,ok
655,爱尔兰奶油利口酒,Irish cream liqueur,liqueur,images/655_Irish_cream_liqueur.png,cocktaildb,0.913,ok
658,草本利口酒,herbal liqueur,liqueur,images/658_herbal_liqueur.png,csv,0.999,ok
664,黑刺李金酒,sloe gin,liqueur,images/664_sloe_gin.png,cocktaildb,0.969,ok
673,樱桃白兰地,cherry brandy,liqueur,images/673_cherry_brandy.png,cocktaildb,0.962,ok
690,紫罗兰利口酒,violet liqueur creme de violette,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
695,罂粟利口酒,poppy liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
7,苹果开胃酒,apple aperitif,liqueur,images/7_apple_aperitif.png,cocktaildb,0.987,ok
70,草药苦味利口酒,herbal bitter liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.002,no_image
702,干橙味库拉索,dry orange curacao,liqueur,images/702_dry_orange_curacao.png,cocktaildb,1.000,ok
706,蓝莓利口酒,blueberry liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.636,no_image
711,利莱白开胃酒,Lillet Blanc aperitif,liqueur,images/711_Lillet_Blanc_aperitif.png,cocktaildb,0.979,ok
72,阿玛罗,Amaro,liqueur,images/72_Amaro.png,cocktaildb,1.000,ok
743,可可利口酒,creme de cacao,liqueur,images/743_creme_de_cacao.png,csv,0.990,ok
75,桃子白兰地,peach brandy,liqueur,images/75_peach_brandy.png,cocktaildb,0.993,ok
763,杏子利口酒,apricot liqueur,liqueur,images/763_apricot_liqueur.png,cocktaildb,0.993,ok
778,草药利口酒,herbal liqueur,liqueur,images/placeholders/liqueur.png,placeholder,0.909,no_image
781,接骨木花利口酒,elderflower liqueur,liqueur,images/781_elderflower_liqueur.png,cocktaildb,1.000,ok
791,桃子利口酒,peach liqueur,liqueur,images/791_peach_liqueur.png,cocktaildb,1.000,ok
804,酸奶利口酒,yogurt liqueur,liqueur,images/placeholders/liqueur.png,placeholder,1.000,no_image
814,蜜桃利口酒,peach liqueur,liqueur,images/814_peach_liqueur.png,cocktaildb,1.000,ok
95,卡达玛罗,Amaro liqueur,liqueur,images/95_Amaro_liqueur.png,cocktaildb,1.000,ok
100,桶陈苦精,barrel aged bitters,mixer,images/100_barrel_aged_bitters.png,cocktaildb,1.000,ok
115,提基苦精,tiki bitters,mixer,images/115_tiki_bitters.png,cocktaildb,1.000,ok
141,桃子苦精,peach bitters,mixer,images/141_peach_bitters.png,cocktaildb,1.000,ok
159,辣味苦精,spicy bitters,mixer,images/159_spicy_bitters.png,cocktaildb,1.000,ok
163,苹果派苦精,apple pie bitters,mixer,images/163_apple_pie_bitters.png,cocktaildb,1.000,ok
165,肉桂苦精,cinnamon bitters,mixer,images/165_cinnamon_bitters.png,cocktaildb,1.000,ok
170,香菜酊剂,cilantro tincture,mixer,images/placeholders/mixer.png,placeholder,1.000,no_image
174,蔓越莓苦精,cranberry bitters,mixer,images/174_cranberry_bitters.png,cocktaildb,1.000,ok
212,苦精,bitters,mixer,images/212_bitters.png,csv,1.000,ok
214,大黄苦精,rhubarb bitters,mixer,images/214_rhubarb_bitters.png,cocktaildb,1.000,ok
221,巧克力苦精,chocolate bitters,mixer,images/221_chocolate_bitters.png,cocktaildb,1.000,ok
232,香草苦精,vanilla bitters,mixer,images/232_vanilla_bitters.png,cocktaildb,1.000,ok
257,安哥斯图拉苦精,angostura bitters,mixer,images/257_angostura_bitters.png,cocktaildb,0.982,ok
282,薰衣草苦精,lavender bitters,mixer,images/282_lavender_bitters.png,cocktaildb,1.000,ok
298,酸甜混合汁,sweet and sour mix,mixer,images/298_sweet_and_sour_mix.png,cocktaildb,1.000,ok
345,安高天娜苦精,angostura bitters,mixer,images/345_angostura_bitters.png,cocktaildb,0.982,ok
363,葡萄柚啤酒花苦精,grapefruit hops bitters,mixer,images/363_grapefruit_hops_bitters.png,cocktaildb,1.000,ok
376,烤苹果苦精,baked apple bitters,mixer,images/376_baked_apple_bitters.png,cocktaildb,1.000,ok
377,酸味混合液,sour mix,mixer,images/377_sour_mix.png,cocktaildb,1.000,ok
382,黑盐酊剂,black salt tincture,mixer,images/placeholders/mixer.png,placeholder,0.010,no_image
384,柠檬苦精,lemon bitters,mixer,images/384_lemon_bitters.png,cocktaildb,1.000,ok
385,薰衣草香料苦精,lavender spice bitters,mixer,images/385_lavender_spice_bitters.png,cocktaildb,1.000,ok
39,苹果苦精,apple bitters,mixer,images/39_apple_bitters.png,cocktaildb,1.000,ok
4,橙味奶油苦精,orange cream bitters,mixer,images/4_orange_cream_bitters.png,cocktaildb,0.910,ok
431,威士忌桶陈苦精,whiskey barrel aged bitters,mixer,images/431_whiskey_barrel_aged_bitters.png,cocktaildb,1.000,ok
434,薄荷苦精,mint bitters,mixer,images/434_mint_bitters.png,cocktaildb,1.000,ok
454,黑胡桃苦精,black walnut bitters,mixer,images/454_black_walnut_bitters.png,cocktaildb,1.000,ok
460,松露酊剂,truffle tincture,mixer,images/placeholders/mixer.png,placeholder,1.000,no_image
475,柑橘苦精,citrus bitters,mixer,images/475_citrus_bitters.png,cocktaildb,0.910,ok
478,五香苦精,five spice bitters,mixer,images/478_five_spice_bitters.png,cocktaildb,1.000,ok
480,迈泰混合液,mai tai mix,mixer,images/placeholders/mixer.png,placeholder,0.076,no_image
486,青柠酊剂,lime tincture,mixer,images/placeholders/mixer.png,placeholder,0.144,no_image
499,金酒桶陈橙味苦精,gin barrel aged orange bitters,mixer,images/499_gin_barrel_aged_orange_bitters.png,cocktaildb,0.910,ok
502,苦精酊剂,bitters tincture,mixer,images/502_bitters_tincture.png,cocktaildb,1.000,ok
520,橙味苦精,orange bitters,mixer,images/520_orange_bitters.png,cocktaildb,0.910,ok
5255,佩乔苦精,Peychaud's Bitters,mixer,images/placeholders/mixer.png,placeholder,0.049,no_image
568,梨味苦精,pear bitters,mixer,images/568_pear_bitters.png,cocktaildb,1.000,ok
601,柠檬芹菜苦精,lemon celery bitters,mixer,images/601_lemon_celery_bitters.png,cocktaildb,1.000,ok
602,茴香苦精,fennel bitters,mixer,images/602_fennel_bitters.png,cocktaildb,1.000,ok
635,阿兹特克巧克力苦精,aztec chocolate bitters,mixer,images/635_aztec_chocolate_bitters.png,cocktaildb,1.000,ok
669,石榴苦精,pomegranate bitters,mixer,images/669_pomegranate_bitters.png,cocktaildb,1.000,ok
671,巧克力辣味苦精,chocolate chili bitters,mixer,images/671_chocolate_chili_bitters.png,cocktaildb,1.000,ok
683,古典苦精,old fashioned bitters,mixer,images/683_old_fashioned_bitters.png,cocktaildb,0.982,ok
697,芳香苦精,aromatic bitters,mixer,images/697_aromatic_bitters.png,cocktaildb,0.982,ok
700,啤酒花苦精,hops bitters,mixer,images/700_hops_bitters.png,cocktaildb,1.000,ok
741,哈瓦那辣椒酊剂,habanero tincture,mixer,images/placeholders/mixer.png,placeholder,0.554,no_image
748,青柠苦精,lime bitters,mixer,images/748_lime_bitters.png,cocktaildb,1.000,ok
756,芹菜苦精,celery bitters,mixer,images/756_celery_bitters.png,cocktaildb,1.000,ok
758,樱桃苦精,cherry bitters,mixer,images/758_cherry_bitters.png,cocktaildb,1.000,ok
771,威士忌苦精,whiskey bitters,mixer,images/771_whiskey_bitters.png,cocktaildb,1.000,ok
783,葡萄柚苦精,grapefruit bitters,mixer,images/783_grapefruit_bitters.png,cocktaildb,1.000,ok
787,浸泡苦精,infused bitters,mixer,images/787_infused_bitters.png,cocktaildb,1.000,ok
794,自制苦精,homemade bitters,mixer,images/794_homemade_bitters.png,cocktaildb,1.000,ok
80,酸甜汁,sweet and sour mix,mixer,images/80_sweet_and_sour_mix.png,cocktaildb,1.000,ok
809,香蕉苦精,banana bitters,mixer,images/809_banana_bitters.png,cocktaildb,1.000,ok
1,橙味果冻,orange jelly,other,images/1_orange_jelly.png,image_search,0.000,ok
103,路易波士茶,rooibos tea,other,images/103_rooibos_tea.png,bing,1.000,ok
104,梨鼠尾草泡沫,pear sage foam,other,images/104_pear_sage_foam.png,image_search,1.000,ok
106,水果宾治,fruit punch,other,images/106_fruit_punch.png,csv,1.000,ok
109,茶,tea,other,images/109_tea.png,cocktaildb,0.938,ok
110,辣酱,hot sauce,other,images/110_hot_sauce.png,cocktaildb,0.943,ok
113,醋栗果酱,currant jam,other,images/placeholders/other.png,placeholder,0.164,no_image
121,摩卡咖啡,mocha coffee,other,images/121_mocha_coffee.png,cocktaildb,1.000,ok
123,冰茶,iced tea,other,images/123_iced_tea.png,cocktaildb,0.938,ok
13,黑胡椒香醋饮,black pepper balsamic shrub,other,images/13_black_pepper_balsamic_shrub.png,image_search,1.000,ok
140,荔枝果泥,lychee puree,other,images/placeholders/other.png,placeholder,,not_found
142,仙人掌果泥,prickly pear puree,other,images/placeholders/other.png,placeholder,0.010,no_image
160,黄油,butter,other,images/160_butter.png,cocktaildb,1.000,ok
164,白桃果泥,white peach puree,other,images/placeholders/other.png,placeholder,1.000,no_image
167,胡萝卜生命之水,carrot eau de vie,other,images/placeholders/other.png,placeholder,0.927,no_image
17,芹菜灌木,celery shrub,other,images/placeholders/other.png,placeholder,1.000,no_image
178,菠萝胶,pineapple gum,other,images/178_pineapple_gum.png,image_search,1.000,ok
179,加州罂粟油,california poppy oil,other,images/placeholders/other.png,placeholder,0.097,no_image
187,柠檬酸溶液,citric acid solution,other,images/placeholders/other.png,placeholder,0.074,no_image
189,香料混合物,spice mix,other,images/189_spice_mix.png,cocktaildb,1.000,ok
190,豆奶咖啡泡沫,soy milk coffee foam,other,images/placeholders/other.png,placeholder,0.872,no_image
21,糖粉,powdered sugar,other,images/21_powdered_sugar.png,cocktaildb,0.832,ok
211,杏仁提取物,almond extract,other,images/211_almond_extract.png,cocktaildb,1.000,ok
217,蛋清,egg white,other,images/217_egg_white.png,cocktaildb,1.000,ok
219,热水,hot water,other,images/219_hot_water.png,cocktaildb,0.994,ok
224,普洱茶,pu-erh tea,other,images/224_pu_erh_tea.png,cocktaildb,0.938,ok
234,水果醋饮,fruit shrub,other,images/placeholders/other.png,placeholder,0.993,no_image
239,羽衣甘蓝,kale,other,images/placeholders/other.png,placeholder,0.003,no_image
24,雪莉醋,sherry vinegar,other,images/24_sherry_vinegar.png,image_search,1.000,ok
240,辣椒酱,chili sauce,other,images/240_chili_sauce.png,cocktaildb,0.943,ok
242,甜菜百里香浓缩汁,beet thyme concentrate,other,images/placeholders/other.png,placeholder,1.000,no_image
244,柠檬水,lemonade,other,images/244_lemonade.png,cocktaildb,0.991,ok
248,香料南瓜泥,spiced pumpkin puree,other,images/placeholders/other.png,placeholder,,not_found
251,橙子雪葩,orange sorbet,other,images/placeholders/other.png,placeholder,0.868,no_image
265,草莓黑胡椒醋,strawberry black pepper vinegar,other,images/placeholders/other.png,placeholder,0.990,no_image
271,香料苹果醋饮,spiced apple cider vinegar,other,images/placeholders/other.png,placeholder,1.000,no_image
273,海盐酊剂,sea salt tincture,other,images/placeholders/other.png,placeholder,0.334,no_image
281,柠檬酸味剂,lemon acid,other,images/placeholders/other.png,placeholder,0.977,no_image
283,茉莉绿茶,jasmine green tea,other,images/283_jasmine_green_tea.png,cocktaildb,0.938,ok
286,丁香酊剂,clove tincture,other,images/placeholders/other.png,placeholder,0.636,no_image
296,柠檬凝乳,lemon curd,other,images/placeholders/other.png,placeholder,0.977,no_image
30,姜根,ginger root,other,images/30_ginger_root.png,cocktaildb,1.000,ok
301,红糖块,brown sugar cube,other,images/301_brown_sugar_cube.png,cocktaildb,1.000,ok
31,糖,sugar,other,images/31_sugar.png,cocktaildb,0.981,ok
313,可乐果酊剂,kola nut tincture,other,images/placeholders/other.png,placeholder,0.932,no_image
323,核桃油,walnut oil,other,images/placeholders/other.png,placeholder,1.000,no_image
326,水,water,other,images/326_water.png,cocktaildb,0.994,ok
33,橙子果酱,orange marmalade,other,images/33_orange_marmalade.png,image_search,0.358,ok
331,香料南瓜酱,spiced pumpkin sauce,other,images/placeholders/other.png,placeholder,,not_found
332,海带酊剂,kelp tincture,other,images/placeholders/other.png,placeholder,1.000,no_image
341,德梅拉拉糖,demerara sugar,other,images/341_demerara_sugar.png,csv,1.000,ok
347,柠檬味果冻,lemon jelly,other,images/placeholders/other.png,placeholder,0.977,no_image
351,盐酊剂,salt tincture,other,images/placeholders/other.png,placeholder,0.067,no_image
355,矿泉水,mineral water,other,images/355_mineral_water.png,cocktaildb,0.994,ok
358,柠檬酸,citric acid,other,images/placeholders/other.png,placeholder,0.974,no_image
36,血橙香草薄荷泥,blood orange vanilla mint puree,other,images/36_blood_orange_vanilla_mint_puree.png,image_search,0.000,ok
364,冷萃咖啡,cold brew coffee,other,images/364_cold_brew_coffee.png,cocktaildb,1.000,ok
378,香料黄油,spiced butter,other,images/378_spiced_butter.png,cocktaildb,1.000,ok
398,烟熏麦芽,smoked malt,other,images/placeholders/other.png,placeholder,0.011,no_image
404,薄荷茶,mint tea,other,images/404_mint_tea.png,cocktaildb,0.938,ok
41,冲绳黑糖,okinawa brown sugar,other,images/41_okinawa_brown_sugar.png,cocktaildb,1.000,ok
412,菠萝雪葩,pineapple sorbet,other,images/placeholders/other.png,placeholder,1.000,no_image
413,柠檬泡沫,lemon foam,other,images/placeholders/other.png,placeholder,0.977,no_image
42,活性炭,activated charcoal,other,images/placeholders/other.png,placeholder,1.000,no_image
420,西柚雪葩,grapefruit sorbet,other,images/placeholders/other.png,placeholder,1.000,no_image
422,黑巧克力,dark chocolate,other,images/422_dark_chocolate.png,cocktaildb,1.000,ok
427,其他,other,other,images/placeholders/other.png,placeholder,0.998,no_image
433,苹果水,apple water,other,images/placeholders/other.png,placeholder,0.970,no_image
446,可可粉,cocoa powder,other,images/446_cocoa_powder.png,csv,1.000,ok
45,茶泡沫,tea foam,other,images/45_tea_foam.png,image_search,0.005,ok
452,香草盐喷雾,vanilla salt spray,other,images/placeholders/other.png,placeholder,0.908,no_image
46,黄油浸白兰地,butter infused brandy,other,images/46_butter_infused_brandy.png,cocktaildb,0.964,ok
469,可可豆,cocoa bean,other,images/placeholders/other.png,placeholder,0.296,no_image
485,橙花水,orange blossom water,other,images/placeholders/other.png,placeholder,0.868,no_image
491,莫莱酱,mole sauce,other,images/placeholders/other.png,placeholder,1.000,no_image
498,杏仁香精,almond essence,other,images/498_almond_essence.png,cocktaildb,1.000,ok
50,酊剂,tincture,other,images/placeholders/other.png,placeholder,,not_found
503,热咖啡,hot coffee,other,images/503_hot_coffee.png,cocktaildb,1.000,ok
512,烟草精华,tobacco essence,other,images/placeholders/other.png,placeholder,0.102,no_image
515,肉桂酊剂,cinnamon tincture,other,images/placeholders/other.png,placeholder,0.910,no_image
522,伍斯特酱,worcestershire sauce,other,images/522_worcestershire_sauce.png,cocktaildb,1.000,ok
525,青柠酸味剂,lime acid,other,images/525_lime_acid.png,bing,1.000,ok
531,青苹果果泥,green apple puree,other,images/placeholders/other.png,placeholder,0.997,no_image
535,杏子果泥,apricot puree,other,images/placeholders/other.png,placeholder,0.988,no_image
536,甜青柠汁,sweet lime juice,other,images/536_sweet_lime_juice.png,cocktaildb,0.996,ok
537,印度奶茶,chai tea,other,images/537_chai_tea.png,cocktaildb,0.938,ok
538,桃泥,peach puree,other,images/538_peach_puree.png,bing,1.000,ok
539,冷水,cold water,other,images/539_cold_water.png,cocktaildb,0.994,ok
54,麦芽饮料,malt beverage,other,images/placeholders/other.png,placeholder,0.460,no_image
542,白桃泥,white peach puree,other,images/placeholders/other.png,placeholder,1.000,no_image
545,烈酒,spirit,other,images/545_spirit.png,csv,1.000,ok
546,西柚醋,grapefruit vinegar,other,images/placeholders/other.png,placeholder,0.992,no_image
548,杏子果浆,apricot puree,other,images/placeholders/other.png,placeholder,0.988,no_image
549,番石榴花蜜,guava nectar,other,images/placeholders/other.png,placeholder,1.000,no_image
552,草莓果泥,strawberry puree,other,images/placeholders/other.png,placeholder,0.990,no_image
556,柠檬雪葩,lemon sorbet,other,images/placeholders/other.png,placeholder,0.977,no_image
559,酸味磷酸盐,acid phosphate,other,images/placeholders/other.png,placeholder,0.864,no_image
560,浓缩咖啡粉,espresso powder,other,images/560_espresso_powder.png,cocktaildb,1.000,ok
563,蔬菜,vegetables,other,images/563_vegetables.png,bing,0.896,ok
571,香草精,vanilla extract,other,images/571_vanilla_extract.png,cocktaildb,1.000,ok
575,饼干,biscuit,other,images/575_biscuit.png,bing,1.000,ok
576,蜂蜜,honey,other,images/576_honey.png,cocktaildb,1.000,ok
58,酱油,soy sauce,other,images/58_soy_sauce.png,cocktaildb,1.000,ok
581,捣碎物,muddled ingredients,other,images/placeholders/other.png,placeholder,,not_found
583,梨芹菜泥,pear celery puree,other,images/placeholders/other.png,placeholder,1.000,no_image
584,黑莓果酱,blackberry jam,other,images/placeholders/other.png,placeholder,0.000,no_image
587,辣椒酊剂,chili tincture,other,images/placeholders/other.png,placeholder,0.000,no_image
589,饮料粉,drink powder,other,images/placeholders/other.png,placeholder,0.806,no_image
593,椰子开心果泥,coconut pistachio puree,other,images/placeholders/other.png,placeholder,1.000,no_image
6,椰子泡沫,coconut foam,other,images/placeholders/other.png,placeholder,1.000,no_image
603,柚子浸泡苦艾酒,yuzu infused absinthe,other,images/603_yuzu_infused_absinthe.png,cocktaildb,1.000,ok
605,树莓果冻粉,raspberry jelly powder,other,images/placeholders/other.png,placeholder,1.000,no_image
611,龙蒿酊剂,tarragon tincture,other,images/placeholders/other.png,placeholder,1.000,no_image
612,热巧克力,hot chocolate,other,images/612_hot_chocolate.png,csv,1.000,ok
619,可可,cocoa,other,images/619_cocoa.png,cocktaildb,1.000,ok
623,菠菜,spinach,other,images/623_spinach.png,bing,1.000,ok
631,玫瑰水,rose water,other,images/placeholders/other.png,placeholder,1.000,no_image
637,酸甜混合液,sweet and sour mix,other,images/637_sweet_and_sour_mix.png,cocktaildb,1.000,ok
638,糖荚豌豆,sugar snap peas,other,images/placeholders/other.png,placeholder,0.222,no_image
640,椰子醋,coconut vinegar,other,images/placeholders/other.png,placeholder,1.000,no_image
643,抹茶,matcha,other,images/643_matcha.png,bing,0.938,ok
645,芹菜根泥,celery root puree,other,images/placeholders/other.png,placeholder,1.000,no_image
650,柑橘龙舌兰混合液,citrus agave mix,other,images/650_citrus_agave_mix.png,cocktaildb,1.000,ok
652,墨西哥米浆,horchata,other,images/placeholders/other.png,placeholder,0.032,no_image
661,石榴冰块,pomegranate ice cube,other,images/placeholders/other.png,placeholder,1.000,no_image
665,方糖,sugar cube,other,images/665_sugar_cube.png,cocktaildb,0.981,ok
666,木槿花茶,hibiscus tea,other,images/666_hibiscus_tea.png,cocktaildb,0.938,ok
67,独活草,lovage,other,images/67_lovage.png,image_search,1.000,ok
674,浓缩咖啡,espresso,other,images/674_espresso.png,csv,1.000,ok
693,苹果果泥,apple puree,other,images/placeholders/other.png,placeholder,0.970,no_image
696,咖啡,coffee,other,images/696_coffee.png,csv,1.000,ok
709,南瓜泥,pumpkin puree,other,images/placeholders/other.png,placeholder,0.588,no_image
71,香草腌料,vanilla marinade,other,images/placeholders/other.png,placeholder,0.908,no_image
710,爪哇蒸馏酒,java distilled spirit,other,images/placeholders/other.png,placeholder,0.999,no_image
714,梨西洋菜泥,pear watercress puree,other,images/placeholders/other.png,placeholder,1.000,no_image
718,棒,stick,other,images/718_stick.png,bing,1.000,ok
726,血橙雪葩,blood orange sorbet,other,images/placeholders/other.png,placeholder,1.000,no_image
727,焦糖色,caramel color,other,images/727_caramel_color.png,bing,1.000,ok
729,橙子奶油柠檬酸盐,orange cream citrate,other,images/placeholders/other.png,placeholder,0.868,no_image
735,橄榄盐水,olive brine,other,images/735_olive_brine.png,cocktaildb,1.000,ok
740,甜菜糖水,beet sugar water,other,images/placeholders/other.png,placeholder,1.000,no_image
752,泡菜盐水,pickle brine,other,images/placeholders/other.png,placeholder,0.901,no_image
76,黑皮诺浓缩汁,pinot noir concentrate,other,images/76_pinot_noir_concentrate.png,cocktaildb,0.943,ok
760,克里奥尔醋饮,creole shrub,other,images/placeholders/other.png,placeholder,0.939,no_image
777,果冻,jelly,other,images/777_jelly.png,bing,1.000,ok
779,血腥玛丽调味料,bloody mary seasoning,other,images/placeholders/other.png,placeholder,1.000,no_image
78,土豆汁,potato juice,other,images/78_potato_juice.png,image_search,0.000,ok
786,蔗糖,cane sugar,other,images/786_cane_sugar.png,cocktaildb,0.981,ok
792,细砂糖,caster sugar,other,images/792_caster_sugar.png,cocktaildb,0.981,ok
793,红糖,brown sugar,other,images/793_brown_sugar.png,cocktaildb,1.000,ok
795,巧克力,chocolate,other,images/795_chocolate.png,csv,1.000,ok
802,混合植物香料,mixed botanical spices,other,images/placeholders/other.png,placeholder,0.752,no_image
816,甜果酱,sweet jam,other,images/placeholders/other.png,placeholder,0.820,no_image
